,project,avg_commits_per_day,avg_lines_added_per_commit,avg_lines_deleted_per_commit
0,3d,0.1358249772105743,3828.798657718121,728.7986577181208
1,3nations-bingo,0.0382862351868732,19.88095238095238,16.761904761904763
2,adamsocrat,5.684594348222425,1.0493906350224502,1.0194034637588198
3,admin,0.2060164083865086,478.283185840708,402.7300884955752
4,aep-mobile-sdkdocs,1.5979945305378305,155.19110096976613,135.5772960638905
5,afpweb,0.1896080218778486,62.12019230769231,12.365384615384617
6,algorithm,0.1412944393801276,29.10967741935484,4.141935483870967
7,algorithm_study,0.0355515041020966,19.58974358974359,0.0
8,alphabiz,2.327256153144941,38.47434390912652,20.595769682726203
9,andreped.github.io,0.7383773928896992,7.180246913580247,7.858024691358024
10,AntoninSlejska.github.io,0.0200546946216955,701.5909090909091,61.09090909090909
11,app-geolocalizaci-n,0.0027347310847766,422.3333333333333,5.666666666666667
12,ArchiCG,0.0902461257976299,1221.1515151515152,38.81818181818182
13,array-typed-complex,0.1905195989061075,1905.4354066985643,2710.612440191388
14,arvidsandin.github.io,0.0282588878760255,710.1935483870968,515.258064516129
15,attendees32,0.6344576116681859,241.1293103448276,108.20402298850574
16,atuannguyen.github.io,0.0774840474020054,621.7529411764706,313.8941176470588
17,auto-contributer,42.67365542388332,1.011022579198086,0.0051481426099587
18,awesome-web3,0.8368277119416591,14.058823529411764,8.227668845315904
19,azdataGraph,0.1394712853236098,932.8888888888888,74.2483660130719
20,aziendasanitaria-utils,0.2525068368277119,196.07581227436825,88.32490974729242
21,Baileys,0.2023701002734731,17248.022522522522,14353.545045045044
22,BeatSaber-Web-Replays,0.4484958979033728,422.4268292682927,178.26626016260164
23,bike-fun,0.9453053783044668,381.6673095467695,225.82931533269044
24,blockquote-web-components,0.1330902461257976,359.013698630137,123.32876712328768
25,blogtini,0.2898814949863263,125.91509433962264,58.16981132075472
26,Bon,0.2534184138559708,98.29136690647482,34.305755395683455
27,bosenaja,21.03555150410209,1.0129571849540648,1.0023834286704802
28,bridge,0.5177757520510483,280.0457746478873,186.7183098591549
29,bring-your-umbrella,11.879671832269826,3.5295426642111725,1.0637661141804788
30,Brutal2,0.1020966271649954,336.6875,179.66964285714286
31,cal,0.0474020054694621,30.403846153846157,33.86538461538461
32,catalog_courses_update,0.0127620783956244,4720.214285714285,969.0
33,cfi-commonplace-book,0.1668185961713764,1050.5956284153006,381.207650273224
34,Chirpity-Electron,1.293527803099362,291.8026779422128,97.14869626497531
35,chrislockard.net,0.0264357338195077,3266.9310344827586,2893.4827586206898
36,cilium.io,1.2552415679124886,204.439360929557,81.05519244734931
37,codewars-katas,0.2743846855059252,40.00996677740864,1.2790697674418603
38,collection-ui,0.0774840474020054,610.9764705882353,423.8117647058824
39,com.tomtom,0.0273473108477666,68.43333333333334,15.4
40,community-images,1.5979945305378305,188.561323445522,55.063320022818026
41,content-entry-transform,0.8769371011850501,54.97817047817048,54.13825363825364
42,content-scope-scripts,0.7493163172288059,266.4221411192214,172.6873479318735
43,Crypto-Tracker,0.0072926162260711,1566.375,29.875
44,csaf-validator-lib,0.3072014585232452,822.727002967359,503.919881305638
45,curricularbwg,0.0009115770282588,8081.0,0.0
46,cybertiwari,0.0009115770282588,12666.0,0.0
47,cypress-crawl-example,0.0774840474020054,79.05882352941177,17.48235294117647
48,d3Charts,0.081130355515041,30.292134831460675,5.46067415730337
49,dashboard,0.0145852324521422,4072.6875,2018.5
50,dataflux,0.2196900638103919,192.68879668049792,100.38589211618256
51,deno-bin-test-1,0.1449407474931631,1.490566037735849,1.2830188679245282
52,DevSummit-presentation,0.1030082041932543,780.787610619469,35.73451327433628
53,docoff,0.0519598906107566,612.1754385964912,195.140350877193
54,docs,0.1330902461257976,609.1438356164383,513.2397260273973
55,docs-es,0.3810391978122151,300.46411483253587,187.51674641148324
56,dpl4server,0.2488605287146764,3033.4505494505493,255.0915750915751
57,DSA,0.0136736554238833,55.0,0.1333333333333333
58,e2z1.github.io,0.0774840474020054,11.8,4.552941176470588
59,EatDanbai,0.0346399270738377,98.28947368421052,51.92105263157895
60,echolacombe,0.0382862351868732,1474.809523809524,356.0238095238095
61,electron-hiprint,0.0984503190519598,100.99074074074076,31.26851851851852
62,ember-apply,0.8559708295350957,78.6751863684771,57.20660276890309
63,eslint-plugin-smarthr,0.2698268003646308,63.16554054054054,17.591216216216218
64,ewibot,0.1677301731996353,142.91304347826087,47.766304347826086
65,faker3,0.0528714676390155,650.0,17.775862068965516
66,fastropemadeira,0.0902461257976299,8386.656565656565,7806.525252525253
67,fenagh,0.0720145852324521,1181.759493670886,54.68354430379747
68,fetch,0.0355515041020966,10.743589743589745,4.307692307692308
69,ffc-pay-request-editor,0.1148587055606198,613.9444444444445,405.9126984126984
70,find-cypress-specs,0.3746581586144029,109.98296836982968,43.36496350364963
71,flat-voortgang,0.6198723792160438,353.1808823529412,336.3602941176471
72,flex,5.681859617137648,967.4535536659714,691.4237124979945
73,FormPress,1.6207839562443027,257.9302587176603,270.6642294713161
74,fucking-awesome-mac,0.446672743846855,3.693877551020408,2.6612244897959183
75,fullstack,0.089334548769371,2084.438775510204,92.3877551020408
76,funcSug,0.3108477666362808,87.78885630498533,32.70674486803519
77,fxserver-versions-scraper,1.0300820419325434,2.450442477876106,1.991150442477876
78,github-action-contributors,0.1731996353691887,299.6684210526316,91.63684210526316
79,gittargets,0.0,0.0,0.0
80,gmierzwinski.github.io,0.1267092069279854,367.43884892086334,7.237410071942446
81,Google-Trends-Keywords-Scraper,119.46672743846857,267.73055587348824,267.45602991110604
82,Han-Yuan-Med.github.io,0.3072014585232452,145.58753709198814,2.863501483679525
83,hap-toolkit,0.0665451230628988,4697.342465753424,1898.123287671233
84,Harry-Potter-character-searcher-React,0.040109389243391,364.84090909090907,77.36363636363636
85,HatsAndCaps,0.5888787602552416,211.43962848297213,104.37461300309596
86,helix-mediahandler,0.4539653600729261,336.25100401606426,301.7008032128514
87,helix-sidekick-extension,1.4257064721969006,62.74296675191816,50.41815856777494
88,hello-world-nextjs,0.471285323609845,259.294003868472,234.60154738878143
89,homebridge-deconz,0.5651777575205105,35.806451612903224,19.38064516129032
90,homeChange_vs2022,0.0173199635369188,34633.68421052631,27903.78947368421
91,IDEddy.github.io,0.0309936189608021,271.02941176470586,9.088235294117649
92,imageframe,0.0528714676390155,171.24137931034485,92.3793103448276
93,intelligent-EMB,0.3281677301731996,124.88888888888889,99.05
94,Interview-questions,0.0692798541476754,24.31578947368421,1.236842105263158
95,ip1-8191201,0.0382862351868732,75.35714285714286,32.357142857142854
96,ipv-cri-address-front,1.023701002734731,162.72751558325913,13.627782724844169
97,ipv-cri-kbv-front,0.740200546946217,526.4137931034483,510.7869458128079
98,Javascript-challenges,0.0072926162260711,54.875,12.5
99,JavascriptKeyboard,0.0683682771194165,637.3866666666667,437.26666666666665
100,JavaScriptLearning,0.0072926162260711,659.75,7.375
101,jetpack-shared-extension-utils,0.4275296262534184,9.950959488272922,4.878464818763327
102,jordangalida.github.io,0.0063810391978122,6731.0,3.857142857142857
103,jradziejewski,0.0437556973564266,595.3333333333334,2.375
104,js-taiwan-after-schools-map,0.7948951686417502,165200.6628440367,163075.70183486238
105,kappaml.com,0.0610756608933454,369.1044776119403,728.776119402985
106,kek-online-archive,0.5478577939835916,18895.12146422629,16114.239600665558
