project,avg_commits_per_day,avg_lines_added_per_commit,avg_lines_deleted_per_commit
3d,0.1358249772105743,3828.798657718121,728.7986577181208
3nations-bingo,0.03828623518687329,19.88095238095238,16.761904761904763
abhiverma001,0.13764813126709208,13.814569536423841,11.933774834437086
Actions,0.3454876937101185,1018.0554089709763,727.9445910290237
adamsocrat,5.684594348222425,1.0493906350224502,1.0194034637588198
admin,0.20601640838650867,478.283185840708,402.7300884955752
aep-mobile-sdkdocs,1.5979945305378305,155.19110096976613,135.5772960638905
afpweb,0.18960802187784867,62.12019230769231,12.365384615384615
algorithm,0.14129443938012762,29.10967741935484,4.141935483870967
algorithm_study,0.03555150410209663,19.58974358974359,0.0
alphabiz,2.327256153144941,38.47434390912652,20.595769682726203
andreped.github.io,0.7383773928896992,7.1802469135802465,7.8580246913580245
AntoninSlejska.github.io,0.020054694621695533,701.5909090909091,61.09090909090909
app-geolocalizaci-n,0.0027347310847766638,422.3333333333333,5.666666666666667
ArchiCG,0.0902461257976299,1221.1515151515152,38.81818181818182
array-typed-complex,0.19051959890610756,1905.4354066985645,2710.6124401913876
arvidsandin.github.io,0.028258887876025523,710.1935483870968,515.258064516129
attendees32,0.6344576116681859,241.1293103448276,108.20402298850574
atuannguyen.github.io,0.07748404740200547,621.7529411764706,313.8941176470588
auto-contributer,42.67365542388332,1.011022579198086,0.005148142609958772
autocannon,0.027347310847766638,6.6,0.9666666666666667
awesome-nostr,1.1066545123062899,2.1202635914332784,1.5032948929159802
awesome-web3,0.8368277119416591,14.058823529411764,8.227668845315904
azdataGraph,0.13947128532360983,932.8888888888889,74.2483660130719
aziendasanitaria-utils,0.25250683682771197,196.07581227436822,88.32490974729242
BaiduFanyi_Crawler,0.45214220601640837,108.27217741935483,0.125
Baileys,0.2023701002734731,17248.022522522522,14353.545045045044
BeatSaber-Web-Replays,0.44849589790337285,422.4268292682927,178.26626016260164
bike-fun,0.9453053783044667,381.6673095467695,225.82931533269044
blockquote-web-components,0.13309024612579762,359.013698630137,123.32876712328768
blogtini,0.28988149498632637,125.91509433962264,58.16981132075472
Bon,0.2534184138559708,98.29136690647482,34.305755395683455
bosenaja,21.035551504102095,1.0129571849540648,1.0023834286704802
bridge,0.5177757520510483,280.0457746478873,186.71830985915494
bring-your-umbrella,11.879671832269826,3.5295426642111725,1.0637661141804788
Brutal2,0.10209662716499544,336.6875,179.66964285714286
cal,0.04740200546946217,30.403846153846153,33.86538461538461
catalog_courses_update,0.01276207839562443,4720.214285714285,969.0
cfi-commonplace-book,0.16681859617137648,1050.5956284153006,381.20765027322403
ChemicalStructureEditor,0.1577028258887876,68.29479768786128,41.202312138728324
Chirpity-Electron,1.293527803099362,291.8026779422128,97.14869626497533
chrislockard.net,0.02643573381950775,3266.9310344827586,2893.4827586206898
cilium.io,1.2552415679124886,204.439360929557,81.05519244734931
codewars-katas,0.27438468550592526,40.009966777408636,1.2790697674418605
coding-test,0.09571558796718323,43.733333333333334,10.523809523809524
collection-ui,0.07748404740200547,610.9764705882353,423.81176470588235
com.tomtom,0.027347310847766638,68.43333333333334,15.4
community-images,1.5979945305378305,188.56132344552196,55.063320022818026
content-entry-transform,0.8769371011850501,54.978170478170476,54.13825363825364
content-scope-scripts,0.7493163172288059,266.4221411192214,172.6873479318735
CountrySearchFilter,0.0018231540565177757,73.0,11.5
Crypto-Tracker,0.007292616226071103,1566.375,29.875
CS559-Lib,0.004557885141294439,158.6,1.4
csaf-validator-lib,0.3072014585232452,822.727002967359,503.919881305638
curricularbwg,0.0009115770282588879,8081.0,0.0
cybertiwari,0.0009115770282588879,12666.0,0.0
cypress-crawl-example,0.07748404740200547,79.05882352941177,17.48235294117647
d3Charts,0.08113035551504102,30.292134831460675,5.46067415730337
dashboard,0.014585232452142206,4072.6875,2018.5
dataflux,0.21969006381039197,192.68879668049792,100.38589211618257
demo-all-in-springboot,0.015496809480401094,102.47058823529412,3.9411764705882355
deno-bin-test-1,0.14494074749316319,1.490566037735849,1.2830188679245282
DevSummit-presentation,0.10300820419325434,780.787610619469,35.73451327433628
docoff,0.05195989061075661,612.1754385964912,195.140350877193
docs,0.13309024612579762,609.1438356164383,513.2397260273973
docs-es,0.3810391978122151,300.46411483253587,187.51674641148324
dotfiles,0.5560619872379216,257.7409836065574,67.16065573770491
dpl4server,0.2488605287146764,3033.4505494505493,255.0915750915751
DSA,0.013673655423883319,55.0,0.13333333333333333
e2z1.github.io,0.07748404740200547,11.8,4.552941176470588
EatDanbai,0.03463992707383774,98.28947368421052,51.921052631578945
echolacombe,0.03828623518687329,1474.8095238095239,356.0238095238095
eckles,0.1649954421148587,623.817679558011,405.8508287292818
electron-hiprint,0.09845031905195989,100.99074074074075,31.26851851851852
ember-apply,0.8559708295350957,78.6751863684771,57.20660276890309
eslint-config,0.9845031905195989,56.26574074074074,45.96666666666667
eslint-config-doctari,0.3272561531449407,46.87465181058496,34.73537604456825
eslint-plugin-smarthr,0.2698268003646308,63.16554054054054,17.591216216216218
essential-cardano-content,1.804922515952598,14.205050505050504,2.0525252525252524
ewibot,0.16773017319963537,142.91304347826087,47.766304347826086
faker3,0.0528714676390155,650.0,17.775862068965516
fastropemadeira,0.0902461257976299,8386.656565656565,7806.525252525253
fenagh,0.07201458523245215,1181.759493670886,54.68354430379747
fetch,0.03555150410209663,10.743589743589743,4.3076923076923075
ffc-pay-request-editor,0.11485870556061988,613.9444444444445,405.91269841269843
find-cypress-specs,0.37465815861440294,109.98296836982968,43.36496350364963
flat-voortgang,0.6198723792160438,353.1808823529412,336.3602941176471
fleteRos-frontend,0.03190519598906107,1248.1142857142856,551.8857142857142
flex,5.681859617137648,967.4535536659714,691.4237124979945
FormPress,1.6207839562443027,257.9302587176603,270.6642294713161
Foundry_WoD20,0.2889699179580675,391.17981072555204,182.58359621451103
FreeCodeCamp,0.028258887876025523,82.87096774193549,0.5483870967741935
frontend-monorepo,1.8268003646308113,248.4825349301397,183.44111776447104
fucking-awesome-mac,0.44667274384685507,3.693877551020408,2.6612244897959183
fucking-awesome-react-native,0.0027347310847766638,428.0,426.3333333333333
fullstack,0.08933454876937101,2084.438775510204,92.38775510204081
funcSug,0.3108477666362808,87.78885630498533,32.70674486803519
fxserver-versions-scraper,1.0300820419325434,2.450442477876106,1.991150442477876
gDorigon.github.io,0.0820419325432999,654.8777777777777,14.444444444444445
git-commit-analytics,0.07930720145852324,154.7471264367816,84.66666666666667
github-action-contributors,0.1731996353691887,299.6684210526316,91.63684210526316
github-actions,1.1686417502278943,13.785491419656786,8.613104524180967
github-ensure-file,0.2634457611668186,60.64359861591696,40.017301038062286
gittargets,0.0,0.0,0.0
gmierzwinski.github.io,0.1267092069279854,367.43884892086334,7.237410071942446
Google-Trends-Keywords-Scraper,119.46672743846855,267.73055587348824,267.45602991110604
Han-Yuan-Med.github.io,0.3072014585232452,145.58753709198814,2.863501483679525
hap-toolkit,0.06654512306289881,4697.342465753424,1898.123287671233
Harry-Potter-character-searcher-React,0.040109389243391066,364.84090909090907,77.36363636363636
HatsAndCaps,0.5888787602552416,211.43962848297213,104.37461300309597
helix-mediahandler,0.45396536007292615,336.25100401606426,301.7008032128514
helix-sidekick-extension,1.4257064721969006,62.74296675191816,50.41815856777494
hello-world-nextjs,0.47128532360984504,259.294003868472,234.60154738878143
home-ops,4.359161349134002,24.244667503136764,16.98180677540778
homebridge-deconz,0.5651777575205105,35.806451612903224,19.38064516129032
homeChange_vs2022,0.01731996353691887,34633.68421052631,27903.78947368421
hooks,1.2497721057429352,31.805251641137854,27.475565280816923
HTML-JavaScript-Gaming,0.31722880583409296,95.79885057471265,54.85919540229885
IDEddy.github.io,0.03099361896080219,271.02941176470586,9.088235294117647
idkan,1.1203281677301733,5.5874694873881205,1.4816924328722538
imageframe,0.0528714676390155,171.24137931034483,92.37931034482759
inotebook,0.0027347310847766638,16802.333333333332,3379.3333333333335
intelligent-EMB,0.3281677301731996,124.88888888888889,99.05
Interview-questions,0.06927985414767548,24.31578947368421,1.236842105263158
ip1-8191201,0.03828623518687329,75.35714285714286,32.357142857142854
ipv-cri-address-front,1.023701002734731,162.72751558325913,13.627782724844167
ipv-cri-kbv-front,0.740200546946217,526.4137931034483,510.78694581280786
Javascript-challenges,0.007292616226071103,54.875,12.5
JavascriptKeyboard,0.06836827711941659,637.3866666666667,437.26666666666665
JavaScriptLearning,0.007292616226071103,659.75,7.375
jetpack-shared-extension-utils,0.4275296262534184,9.950959488272922,4.878464818763327
jordangalida.github.io,0.006381039197812215,6731.0,3.857142857142857
